,roe,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,ratio8,ratio9,ratio10,ratio11,ev,type1,type2,type3,type4,type5
1,1,0.87 ,54.77 ,107.72 ,45.23 ,92.30 ,0.07 ,0.63 ,158.04 ,6.90 ,8.24 ,23.02 ,2627326.58 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
2,1,1.09 ,57.48 ,109.84 ,42.52 ,90.49 ,0.26 ,0.73 ,197.07 ,9.48 ,11.05 ,33.28 ,150028.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3,1,1.01 ,58.22 ,107.99 ,41.78 ,92.05 ,0.14 ,0.26 ,183.37 ,7.66 ,8.69 ,34.10 ,168341.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4,1,1.04 ,55.31 ,109.49 ,44.69 ,91.46 ,0.24 ,1.15 ,190.65 ,8.25 ,9.09 ,30.39 ,156873.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5,1,1.05 ,63.17 ,107.96 ,36.83 ,91.61 ,0.20 ,0.37 ,211.14 ,6.96 ,9.15 ,32.61 ,172680.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
6,0,0.40 ,77.23 ,110.04 ,22.77 ,92.68 ,0.09 ,0.40 ,347.96 ,6.09 ,7.88 ,31.20 ,388441.80 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
7,0,0.90 ,56.89 ,106.86 ,43.11 ,92.39 ,0.17 ,0.38 ,207.81 ,7.41 ,8.06 ,38.57 ,211643.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8,0,0.48 ,78.84 ,104.09 ,21.16 ,91.61 ,0.03 ,0.22 ,378.76 ,7.00 ,8.23 ,30.34 ,398973.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9,1,1.08 ,50.03 ,122.58 ,49.97 ,90.78 ,0.53 ,0.56 ,155.70 ,7.96 ,9.34 ,30.97 ,200454.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
10,1,0.71 ,58.09 ,106.36 ,41.91 ,93.33 ,0.04 ,0.30 ,193.55 ,6.00 ,7.52 ,34.29 ,333402.40 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
11,0,0.66 ,62.24 ,105.96 ,37.76 ,92.79 ,0.04 ,0.40 ,222.52 ,7.18 ,8.42 ,28.78 ,381224.36 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
12,0,0.60 ,73.14 ,109.80 ,26.86 ,93.09 ,0.04 ,0.48 ,264.30 ,5.69 ,6.99 ,34.97 ,479958.91 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
13,1,1.26 ,61.82 ,114.09 ,38.18 ,91.62 ,0.21 ,0.45 ,226.27 ,7.97 ,9.31 ,38.58 ,271756.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
14,1,0.82 ,65.18 ,109.15 ,34.82 ,92.97 ,0.09 ,0.91 ,221.64 ,5.72 ,7.95 ,26.36 ,467555.78 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
15,1,1.00 ,58.10 ,118.00 ,41.90 ,92.29 ,0.06 ,0.88 ,169.81 ,7.01 ,8.78 ,32.76 ,495184.96 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
16,1,0.96 ,53.17 ,104.57 ,46.83 ,92.48 ,0.05 ,0.96 ,171.86 ,6.79 ,8.24 ,25.25 ,618191.08 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
17,1,1.08 ,56.47 ,108.50 ,43.53 ,90.92 ,0.07 ,0.89 ,203.56 ,8.41 ,9.74 ,26.80 ,587227.38 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
18,1,1.02 ,61.85 ,109.76 ,38.15 ,93.13 ,0.06 ,0.58 ,206.86 ,6.17 ,7.77 ,28.30 ,854871.29 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
19,0,0.48 ,81.38 ,88.58 ,18.62 ,91.10 ,0.03 ,0.76 ,436.51 ,7.24 ,9.19 ,22.99 ,533187.84 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
20,0,0.88 ,59.95 ,108.46 ,40.05 ,91.49 ,0.07 ,1.63 ,219.76 ,8.13 ,9.16 ,31.84 ,1217248.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
21,1,0.86 ,60.54 ,109.44 ,39.46 ,93.90 ,0.05 ,0.58 ,175.79 ,4.84 ,6.85 ,29.64 ,1550533.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
22,1,1.12 ,46.64 ,108.61 ,53.36 ,91.75 ,0.15 ,0.53 ,151.83 ,8.12 ,8.99 ,30.43 ,1182767.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
23,0,0.65 ,74.06 ,99.43 ,25.94 ,93.67 ,0.05 ,0.52 ,297.28 ,5.29 ,7.16 ,27.46 ,2472834.87 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
24,1,1.14 ,51.15 ,128.67 ,48.85 ,92.34 ,0.09 ,1.13 ,124.06 ,6.16 ,7.82 ,29.75 ,1934443.99 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
25,1,1.15 ,56.13 ,112.35 ,43.87 ,92.88 ,0.06 ,0.56 ,148.42 ,6.34 ,8.18 ,37.29 ,2249624.52 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
26,0,0.84 ,59.35 ,104.56 ,40.65 ,90.83 ,0.07 ,0.77 ,190.45 ,6.86 ,10.15 ,26.55 ,3029499.26 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
27,1,1.17 ,53.70 ,108.77 ,46.30 ,92.77 ,0.07 ,1.31 ,160.18 ,5.76 ,8.08 ,24.52 ,2738532.71 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
28,0,0.89 ,64.08 ,107.52 ,35.92 ,91.71 ,0.06 ,0.57 ,221.22 ,6.79 ,8.84 ,30.13 ,3541281.48 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
29,0,0.52 ,73.74 ,104.48 ,26.26 ,91.55 ,0.06 ,0.43 ,289.11 ,7.15 ,8.82 ,35.61 ,6584920.12 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
30,0,0.92 ,63.08 ,105.29 ,36.92 ,91.91 ,0.06 ,0.18 ,203.08 ,6.37 ,8.58 ,27.88 ,5753101.71 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
31,1,1.12 ,68.05 ,109.92 ,31.95 ,91.83 ,0.08 ,0.67 ,227.29 ,6.80 ,8.78 ,27.45 ,5028174.88 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
32,0,0.67 ,70.17 ,104.21 ,29.83 ,91.88 ,0.04 ,0.36 ,238.06 ,6.86 ,8.69 ,27.89 ,7732345.82 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
33,0,0.89 ,65.32 ,106.72 ,34.68 ,91.98 ,0.07 ,0.25 ,205.20 ,6.66 ,8.51 ,30.53 ,7699901.63 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
34,1,0.69 ,72.78 ,103.80 ,27.22 ,94.13 ,0.69 ,0.02 ,299.45 ,4.84 ,6.52 ,61.41 ,13403911.85 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 
35,1,1.19 ,52.26 ,109.07 ,47.74 ,91.83 ,0.09 ,0.21 ,136.76 ,7.22 ,8.77 ,29.16 ,8371196.95 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
36,0,0.80 ,64.11 ,105.99 ,35.89 ,92.03 ,0.18 ,0.50 ,173.03 ,6.65 ,8.91 ,28.14 ,11869781.36 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 
37,1,1.70 ,52.10 ,110.23 ,47.90 ,90.59 ,0.62 ,0.22 ,132.17 ,8.09 ,10.17 ,32.88 ,9828030.31 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 
38,0,1.02 ,53.93 ,109.23 ,46.07 ,91.12 ,0.17 ,0.39 ,161.87 ,7.58 ,9.59 ,27.88 ,26204377.29 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 
39,1,0.97 ,57.54 ,110.45 ,42.46 ,92.12 ,0.15 ,0.35 ,192.66 ,6.48 ,9.07 ,31.63 ,31710090.70 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 
40,1,1.18 ,53.56 ,110.12 ,46.44 ,91.68 ,0.21 ,0.25 ,168.33 ,7.86 ,9.45 ,25.92 ,31911239.99 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 
41,1,1.13 ,54.21 ,107.28 ,45.79 ,91.13 ,0.40 ,0.04 ,164.16 ,8.03 ,10.05 ,25.01 ,36066396.06 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 
42,0,-1.54 ,-325.59 ,-28.99 ,425.59 ,100.34 ,-0.26 ,0.00 ,39.76 ,-0.30 ,-0.33 ,-272.64 ,10326.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
43,0,-2.24 ,172.32 ,73.10 ,-72.32 ,93.26 ,-0.57 ,0.27 ,-96.11 ,6.74 ,6.73 ,52.38 ,16504.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
44,0,-1.31 ,-70.37 ,83.02 ,170.37 ,93.05 ,-1.33 ,0.00 ,74.64 ,7.01 ,7.01 ,-78.74 ,206719.55 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
45,0,-0.58 ,145.01 ,91.25 ,-45.01 ,93.69 ,-0.17 ,0.22 ,-181.65 ,6.31 ,6.67 ,103.42 ,118973.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
46,0,-1.32 ,154.17 ,90.61 ,-54.17 ,89.65 ,-0.85 ,0.00 ,-161.79 ,10.39 ,10.61 ,38.89 ,51792.31 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
47,0,-1.13 ,150.04 ,93.45 ,-50.04 ,90.40 ,-0.09 ,0.25 ,-250.79 ,9.47 ,8.74 ,50.87 ,36997.33 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 
48,0,-0.13 ,106.57 ,47.42 ,-6.57 ,95.72 ,-0.21 ,0.01 ,-1103.74 ,4.11 ,3.52 ,66.00 ,40448.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
49,0,0.24 ,89.16 ,99.18 ,10.84 ,92.50 ,0.23 ,0.93 ,883.56 ,7.56 ,7.93 ,35.72 ,40283.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
50,0,0.26 ,88.66 ,100.39 ,11.34 ,92.80 ,0.32 ,0.66 ,799.24 ,7.18 ,7.21 ,42.06 ,66072.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
51,0,0.03 ,93.36 ,90.13 ,6.64 ,95.29 ,0.01 ,0.30 ,228.49 ,4.73 ,4.88 ,194.30 ,20069.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
52,0,0.12 ,101.86 ,98.98 ,-1.86 ,88.49 ,0.04 ,1.15 ,538.94 ,11.65 ,12.38 ,77.05 ,153644.75 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
53,0,-0.03 ,100.92 ,98.65 ,-0.92 ,93.05 ,-0.02 ,0.95 ,-5746.99 ,6.78 ,6.98 ,78.17 ,77952.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
54,0,0.04 ,97.55 ,101.77 ,2.45 ,94.24 ,0.01 ,0.21 ,3158.79 ,5.68 ,6.93 ,89.91 ,39549.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
55,0,0.02 ,98.62 ,96.31 ,1.38 ,96.65 ,0.01 ,0.34 ,2953.26 ,3.39 ,3.70 ,46.50 ,15942.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
56,0,0.06 ,95.16 ,100.64 ,4.84 ,94.18 ,0.04 ,0.24 ,1473.50 ,5.90 ,6.57 ,80.45 ,133550.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
57,0,0.15 ,92.04 ,100.86 ,7.96 ,91.12 ,0.03 ,0.04 ,899.65 ,7.24 ,7.99 ,38.96 ,642217.93 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
58,0,0.17 ,91.42 ,99.54 ,8.58 ,91.73 ,0.05 ,0.39 ,920.87 ,8.16 ,8.16 ,36.87 ,120282.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
59,0,0.11 ,92.63 ,101.16 ,7.37 ,92.48 ,0.07 ,0.02 ,1079.01 ,7.53 ,8.10 ,35.85 ,918031.29 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
60,0,0.06 ,96.63 ,93.72 ,3.37 ,96.61 ,0.06 ,0.08 ,3010.51 ,3.27 ,3.55 ,48.13 ,11010.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
61,0,0.30 ,83.06 ,99.22 ,16.94 ,93.81 ,0.10 ,0.69 ,574.44 ,6.14 ,6.54 ,56.26 ,31475.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
62,0,0.34 ,84.06 ,101.84 ,15.94 ,93.09 ,0.28 ,0.08 ,523.63 ,6.91 ,7.44 ,64.71 ,37598.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
63,0,0.19 ,92.92 ,101.45 ,7.08 ,91.41 ,0.05 ,0.05 ,1379.90 ,8.58 ,12.05 ,53.62 ,22366.66 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 
64,0,0.26 ,83.79 ,105.76 ,16.21 ,90.29 ,0.05 ,0.03 ,468.87 ,9.69 ,10.57 ,65.56 ,23020.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
65,0,0.26 ,89.96 ,101.74 ,10.04 ,88.82 ,0.07 ,0.00 ,677.61 ,11.26 ,11.40 ,68.83 ,168387.65 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
66,0,0.16 ,91.26 ,101.71 ,8.74 ,91.36 ,0.02 ,0.38 ,888.46 ,8.62 ,9.07 ,35.82 ,355575.71 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
67,0,0.14 ,85.84 ,109.72 ,14.16 ,93.18 ,0.05 ,0.16 ,448.68 ,6.79 ,7.35 ,81.54 ,260484.82 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
68,0,0.25 ,90.24 ,100.63 ,9.76 ,93.28 ,0.16 ,0.86 ,1056.73 ,6.72 ,6.99 ,52.55 ,7969.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
69,0,0.09 ,95.36 ,100.79 ,4.64 ,93.10 ,0.01 ,0.74 ,1771.30 ,6.65 ,7.23 ,28.48 ,118971.56 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
70,0,0.13 ,88.55 ,101.89 ,11.45 ,91.44 ,0.01 ,0.00 ,650.21 ,8.55 ,9.40 ,57.65 ,179257.91 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
71,0,0.05 ,95.94 ,101.80 ,4.06 ,93.47 ,0.01 ,0.14 ,1563.38 ,6.51 ,6.74 ,42.99 ,415727.74 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
72,0,0.21 ,85.67 ,101.33 ,14.33 ,92.10 ,0.14 ,0.76 ,672.41 ,7.35 ,7.52 ,53.91 ,43441.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
73,0,0.18 ,84.41 ,108.70 ,15.59 ,94.70 ,0.10 ,0.66 ,760.65 ,5.22 ,5.58 ,73.45 ,34367.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
74,0,0.23 ,78.45 ,100.62 ,21.55 ,91.15 ,0.02 ,0.31 ,365.99 ,8.73 ,8.75 ,69.43 ,91908.06 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
75,0,0.16 ,87.43 ,70.95 ,12.57 ,95.67 ,0.03 ,0.38 ,651.74 ,4.32 ,4.28 ,63.98 ,203037.47 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
76,0,0.13 ,93.36 ,103.05 ,6.64 ,90.44 ,0.06 ,0.31 ,853.56 ,8.81 ,9.60 ,61.93 ,59606.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
77,0,0.11 ,93.89 ,103.17 ,6.11 ,92.25 ,0.02 ,0.18 ,1845.26 ,7.76 ,8.70 ,74.04 ,24223.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
78,0,0.34 ,85.17 ,96.15 ,14.83 ,94.75 ,0.31 ,0.27 ,903.25 ,5.25 ,6.02 ,55.24 ,13174.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
79,0,0.28 ,79.22 ,103.01 ,20.78 ,87.83 ,0.07 ,0.00 ,607.73 ,12.26 ,12.09 ,23.21 ,100920.80 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
80,0,0.27 ,80.95 ,103.46 ,19.05 ,92.71 ,0.24 ,0.38 ,512.34 ,7.27 ,7.35 ,45.98 ,68081.72 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
81,0,0.17 ,87.30 ,103.01 ,12.70 ,93.84 ,0.13 ,0.80 ,882.47 ,6.14 ,6.58 ,71.63 ,56510.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
82,0,0.14 ,92.90 ,99.53 ,7.10 ,93.34 ,0.05 ,1.02 ,1285.54 ,6.79 ,7.30 ,50.12 ,26555.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
83,0,0.36 ,82.12 ,102.50 ,17.88 ,87.03 ,0.02 ,0.15 ,505.88 ,12.97 ,17.34 ,50.00 ,205049.04 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
84,0,0.19 ,89.60 ,102.76 ,10.40 ,93.83 ,0.21 ,0.44 ,1052.07 ,6.16 ,5.52 ,40.90 ,43743.33 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 
85,0,0.41 ,85.46 ,100.36 ,14.54 ,92.41 ,0.29 ,1.64 ,637.50 ,7.48 ,8.68 ,33.18 ,14721.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
86,0,0.53 ,75.25 ,100.72 ,24.75 ,88.61 ,0.35 ,0.00 ,375.57 ,11.86 ,14.26 ,64.03 ,13343.54 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
87,0,0.38 ,86.50 ,102.93 ,13.50 ,91.94 ,1.35 ,0.69 ,532.56 ,8.05 ,8.65 ,45.96 ,13392.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
88,0,0.24 ,88.07 ,103.17 ,11.93 ,88.63 ,0.02 ,0.00 ,625.14 ,11.34 ,9.28 ,52.01 ,90457.07 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
89,0,0.39 ,79.79 ,111.82 ,20.21 ,90.82 ,0.07 ,0.12 ,451.45 ,7.35 ,10.56 ,38.22 ,239969.67 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
90,0,0.24 ,86.29 ,118.49 ,13.71 ,93.13 ,0.06 ,0.14 ,639.08 ,6.26 ,6.72 ,39.85 ,305724.01 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
91,0,0.15 ,92.64 ,113.95 ,7.36 ,92.27 ,0.08 ,0.23 ,1178.72 ,6.46 ,7.02 ,38.69 ,287965.17 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
92,0,0.13 ,89.60 ,103.55 ,10.40 ,93.91 ,0.06 ,0.07 ,749.59 ,6.07 ,6.41 ,48.27 ,279059.47 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
93,0,0.33 ,86.67 ,112.45 ,13.33 ,90.92 ,0.03 ,0.53 ,572.55 ,7.47 ,9.15 ,27.36 ,451770.06 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
94,0,0.28 ,83.73 ,100.98 ,16.27 ,93.41 ,0.11 ,0.41 ,585.39 ,6.60 ,6.83 ,53.94 ,15802.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
95,0,0.75 ,66.96 ,103.73 ,33.04 ,82.81 ,0.13 ,0.00 ,104.86 ,17.15 ,16.77 ,64.28 ,36088.25 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 
96,0,0.37 ,78.66 ,103.00 ,21.34 ,92.16 ,0.44 ,0.16 ,399.23 ,6.41 ,8.80 ,40.35 ,190891.75 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
97,0,0.26 ,87.53 ,101.50 ,12.47 ,93.50 ,0.11 ,0.18 ,551.07 ,5.37 ,6.66 ,39.24 ,109525.61 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
98,0,0.25 ,79.59 ,103.88 ,20.41 ,94.38 ,0.09 ,0.03 ,430.16 ,5.63 ,6.19 ,48.25 ,210227.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
99,0,0.44 ,77.30 ,101.00 ,22.70 ,92.25 ,0.47 ,0.57 ,476.73 ,7.70 ,7.54 ,59.68 ,24886.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
100,0,0.46 ,78.83 ,103.49 ,21.17 ,93.89 ,0.28 ,1.01 ,425.15 ,6.15 ,6.66 ,47.10 ,43100.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
101,0,0.22 ,88.92 ,113.76 ,11.08 ,92.92 ,0.05 ,0.16 ,711.39 ,5.67 ,8.33 ,34.74 ,157483.74 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
102,0,0.42 ,84.98 ,106.19 ,15.02 ,92.47 ,0.35 ,0.45 ,607.49 ,6.10 ,6.71 ,37.03 ,126713.29 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
103,0,0.38 ,79.98 ,101.57 ,20.02 ,92.85 ,0.03 ,0.23 ,411.99 ,6.40 ,6.80 ,31.24 ,1119214.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
104,0,0.46 ,82.92 ,102.14 ,17.08 ,91.58 ,1.67 ,0.81 ,528.92 ,8.41 ,8.99 ,55.02 ,7733.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
105,0,0.30 ,83.98 ,103.57 ,16.02 ,92.86 ,0.31 ,0.82 ,558.88 ,7.14 ,8.21 ,45.28 ,517246.42 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
106,0,0.33 ,78.85 ,103.71 ,21.15 ,94.94 ,0.17 ,0.20 ,362.67 ,5.06 ,6.38 ,39.00 ,362207.84 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
107,0,0.43 ,81.68 ,102.83 ,18.32 ,92.41 ,0.06 ,0.39 ,429.36 ,6.12 ,6.36 ,28.84 ,460675.84 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 
108,0,0.46 ,82.18 ,104.56 ,17.82 ,94.20 ,1.81 ,1.03 ,569.91 ,5.80 ,6.47 ,39.03 ,13513.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
